pokedex_number,name,type1,type2,isGround,isDragon,isBug,isRock,isDark,isElectric,isFairy,isGrass,isIce,isSteel,isFighting,isPsychic,isNormal,isFire,isPoison,isWater,isGhost,isFlying,imagePath
319,Sharpedo,water,dark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/319.png
320,Wailmer,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/320.png
321,Wailord,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/321.png
322,Numel,fire,ground,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/322.png
323,Camerupt,fire,ground,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/323.png
324,Torkoal,fire,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/324.png
325,Spoink,psychic,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/325.png
326,Grumpig,psychic,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/326.png
327,Spinda,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/327.png
328,Trapinch,ground,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/328.png
329,Vibrava,ground,dragon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/329.png
330,Flygon,ground,dragon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/330.png
331,Cacnea,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/331.png
332,Cacturne,grass,dark,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/332.png
333,Swablu,normal,flying,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/333.png
334,Altaria,dragon,flying,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/334.png
335,Zangoose,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/335.png
336,Seviper,poison,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/336.png
337,Lunatone,rock,psychic,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/337.png
338,Solrock,rock,psychic,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/338.png
339,Barboach,water,ground,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/339.png
340,Whiscash,water,ground,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/340.png
341,Corphish,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/341.png
342,Crawdaunt,water,dark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/342.png
343,Baltoy,ground,psychic,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/343.png
344,Claydol,ground,psychic,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/344.png
345,Lileep,rock,grass,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/345.png
346,Cradily,rock,grass,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/346.png
347,Anorith,rock,bug,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/347.png
348,Armaldo,rock,bug,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/348.png
349,Feebas,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/349.png
350,Milotic,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/350.png
351,Castform,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/351.png
352,Kecleon,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/352.png
353,Shuppet,ghost,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/353.png
354,Banette,ghost,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/354.png
355,Duskull,ghost,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/355.png
356,Dusclops,ghost,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/356.png
357,Tropius,grass,flying,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/357.png
358,Chimecho,psychic,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/358.png
359,Absol,dark,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/359.png
360,Wynaut,psychic,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/360.png
361,Snorunt,ice,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/361.png
362,Glalie,ice,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/362.png
363,Spheal,ice,water,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/363.png
364,Sealeo,ice,water,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/364.png
365,Walrein,ice,water,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/365.png
366,Clamperl,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/366.png
367,Huntail,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/367.png
368,Gorebyss,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/368.png
369,Relicanth,water,rock,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/369.png
370,Luvdisc,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/370.png
371,Bagon,dragon,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/371.png
372,Shelgon,dragon,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/372.png
373,Salamence,dragon,flying,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/373.png
374,Beldum,steel,psychic,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/374.png
375,Metang,steel,psychic,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/375.png
376,Metagross,steel,psychic,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/376.png
377,Regirock,rock,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/377.png
378,Regice,ice,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/378.png
379,Registeel,steel,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/379.png
380,Latias,dragon,psychic,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/380.png
381,Latios,dragon,psychic,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/381.png
382,Kyogre,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/382.png
383,Groudon,ground,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/383.png
384,Rayquaza,dragon,flying,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/384.png
385,Jirachi,steel,psychic,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/385.png
386,Deoxys,psychic,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/386.png
387,Turtwig,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/387.png
388,Grotle,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/388.png
389,Torterra,grass,ground,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/389.png
390,Chimchar,fire,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/390.png
391,Monferno,fire,fighting,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/391.png
392,Infernape,fire,fighting,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/392.png
393,Piplup,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/393.png
394,Prinplup,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/394.png
395,Empoleon,water,steel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/395.png
396,Starly,normal,flying,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/396.png
397,Staravia,normal,flying,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/397.png
398,Staraptor,normal,flying,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/398.png
399,Bidoof,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/399.png
400,Bibarel,normal,water,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/400.png
401,Kricketot,bug,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/401.png
402,Kricketune,bug,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/402.png
403,Shinx,electric,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/403.png
404,Luxio,electric,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/404.png
405,Luxray,electric,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/405.png
406,Budew,grass,poison,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/406.png
407,Roserade,grass,poison,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/407.png
408,Cranidos,rock,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/408.png
409,Rampardos,rock,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/409.png
410,Shieldon,rock,steel,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/410.png
411,Bastiodon,rock,steel,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/411.png
412,Burmy,bug,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/412.png
413,Wormadam,bug,grass,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/413.png
414,Mothim,bug,flying,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/414.png
415,Combee,bug,flying,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/415.png
416,Vespiquen,bug,flying,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/416.png
417,Pachirisu,electric,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/417.png
418,Buizel,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/418.png
419,Floatzel,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/419.png
420,Cherubi,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/420.png
421,Cherrim,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/421.png
422,Shellos,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/422.png
423,Gastrodon,water,ground,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/423.png
424,Ambipom,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/424.png
425,Drifloon,ghost,flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/425.png
426,Drifblim,ghost,flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/426.png
427,Buneary,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/427.png
428,Lopunny,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/428.png
429,Mismagius,ghost,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/429.png
430,Honchkrow,dark,flying,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/430.png
431,Glameow,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/431.png
432,Purugly,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/432.png
433,Chingling,psychic,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/433.png
434,Stunky,poison,dark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/434.png
435,Skuntank,poison,dark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/435.png
436,Bronzor,steel,psychic,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/436.png
437,Bronzong,steel,psychic,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/437.png
438,Bonsly,rock,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/438.png
439,Mime Jr.,psychic,fairy,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/439.png
440,Happiny,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/440.png
441,Chatot,normal,flying,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/441.png
442,Spiritomb,ghost,dark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/442.png
443,Gible,dragon,ground,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/443.png
444,Gabite,dragon,ground,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/444.png
445,Garchomp,dragon,ground,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/445.png
446,Munchlax,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/446.png
447,Riolu,fighting,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/447.png
448,Lucario,fighting,steel,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/448.png
449,Hippopotas,ground,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/449.png
450,Hippowdon,ground,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/450.png
451,Skorupi,poison,bug,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/451.png
452,Drapion,poison,dark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/452.png
453,Croagunk,poison,fighting,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/453.png
454,Toxicroak,poison,fighting,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/454.png
455,Carnivine,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/455.png
456,Finneon,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/456.png
457,Lumineon,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/457.png
458,Mantyke,water,flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/458.png
459,Snover,grass,ice,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/459.png
460,Abomasnow,grass,ice,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/460.png
461,Weavile,dark,ice,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/461.png
462,Magnezone,electric,steel,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/462.png
463,Lickilicky,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/463.png
464,Rhyperior,ground,rock,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/464.png
465,Tangrowth,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/465.png
466,Electivire,electric,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/466.png
467,Magmortar,fire,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/467.png
468,Togekiss,fairy,flying,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/468.png
469,Yanmega,bug,flying,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/469.png
470,Leafeon,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/470.png
471,Glaceon,ice,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/471.png
472,Gliscor,ground,flying,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/472.png
473,Mamoswine,ice,ground,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/473.png
474,Porygon-Z,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/474.png
475,Gallade,psychic,fighting,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/475.png
476,Probopass,rock,steel,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/476.png
477,Dusknoir,ghost,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/477.png
478,Froslass,ice,ghost,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/478.png
